sep=;
"Versie";"4"
"Taal";"nl-NL"
"Lokale exportdatum";"25.11.2025 23:55:22"
"Exportdatum UTC";"2025-11-25T22:55:22.971Z"
"Tijdzone";"Europe/Berlin"
"Gebruikersnaam";"meidoornstraat4@gmail.com"
"Niveau";"Installatie"
"ID van de installatie";"14399320"
"Naam van de installatie";"meidoornstraat4"
"";""
"Periode";"Vermogen [W]"
"00:05";"0"
"00:10";"0"
"00:15";"0"
"00:20";"0"
"00:25";"0"
"00:30";"0"
"00:35";"0"
"00:40";"0"
"00:45";"0"
"00:50";"0"
"00:55";"0"
"01:00";"0"
"01:05";"0"
"01:10";"0"
"01:15";"0"
"01:20";"0"
"01:25";"0"
"01:30";"0"
"01:35";"0"
"01:40";"0"
"01:45";"0"
"01:50";"0"
"01:55";"0"
"02:00";"0"
"02:05";"0"
"02:10";"0"
"02:15";"0"
"02:20";"0"
"02:25";"0"
"02:30";"0"
"02:35";"0"
"02:40";"0"
"02:45";"0"
"02:50";"0"
"02:55";"0"
"03:00";"0"
"03:05";"0"
"03:10";"0"
"03:15";"0"
"03:20";"0"
"03:25";"0"
"03:30";"0"
"03:35";"0"
"03:40";"0"
"03:45";"0"
"03:50";"0"
"03:55";"0"
"04:00";"0"
"04:05";"0"
"04:10";"0"
"04:15";"0"
"04:20";"0"
"04:25";"0"
"04:30";"0"
"04:35";"0"
"04:40";"0"
"04:45";"0"
"04:50";"0"
"04:55";"0"
"05:00";"0"
"05:05";"0"
"05:10";"0"
"05:15";"0"
"05:20";"0"
"05:25";"0"
"05:30";"0"
"05:35";"0"
"05:40";"0"
"05:45";"0"
"05:50";"0"
"05:55";"0"
"06:00";"0"
"06:05";"0"
"06:10";"0"
"06:15";"0"
"06:20";"0"
"06:25";"0"
"06:30";"0"
"06:35";"0"
"06:40";"0"
"06:45";"0"
"06:50";"0"
"06:55";"0"
"07:00";"0"
"07:05";"0"
"07:10";"0"
"07:15";"0"
"07:20";"0"
"07:25";"0"
"07:30";"0"
"07:35";"0"
"07:40";"0"
"07:45";"0"
"07:50";"0"
"07:55";"0"
"08:00";"0"
"08:05";"0"
"08:10";"0"
"08:15";"0"
"08:20";"0"
"08:25";"0"
"08:30";"0"
"08:35";"0"
"08:40";"0"
"08:45";"0"
"08:50";"48"
"08:55";"96"
"09:00";"132"
"09:05";"180"
"09:10";"144"
"09:15";"204"
"09:20";"96"
"09:25";"36"
"09:30";"48"
"09:35";"96"
"09:40";"132"
"09:45";"144"
"09:50";"120"
"09:55";"108"
"10:00";"144"
"10:05";"192"
"10:10";"228"
"10:15";"276"
"10:20";"240"
"10:25";"60"
"10:30";"12"
"10:35";"0"
"10:40";"0"
"10:45";"12"
"10:50";"48"
"10:55";"252"
"11:00";"252"
"11:05";"168"
"11:10";"156"
"11:15";"156"
"11:20";"96"
"11:25";"96"
"11:30";"132"
"11:35";"144"
"11:40";"192"
"11:45";"264"
"11:50";"276"
"11:55";"300"
"12:00";"300"
"12:05";"240"
"12:10";"228"
"12:15";"240"
"12:20";"240"
"12:25";"252"
"12:30";"324"
"12:35";"264"
"12:40";"276"
"12:45";"408"
"12:50";"612"
"12:55";"552"
"13:00";"444"
"13:05";"324"
"13:10";"312"
"13:15";"408"
"13:20";"396"
"13:25";"276"
"13:30";"264"
"13:35";"276"
"13:40";"336"
"13:45";"468"
"13:50";"420"
"13:55";"720"
"14:00";"2.040"
"14:05";"1.056"
"14:10";"840"
"14:15";"1.704"
"14:20";"1.056"
"14:25";"588"
"14:30";"192"
"14:35";"84"
"14:40";"132"
"14:45";"264"
"14:50";"216"
"14:55";"276"
"15:00";"300"
"15:05";"480"
"15:10";"324"
"15:15";"972"
"15:20";"516"
"15:25";"1.056"
"15:30";"1.464"
"15:35";"1.404"
"15:40";"1.296"
"15:45";"1.200"
"15:50";"504"
"15:55";"516"
"16:00";"552"
"16:05";"228"
"16:10";"120"
"16:15";"84"
"16:20";"72"
"16:25";"12"
"16:30";"0"
"16:35";"0"
"16:40";"0"
"16:45";"0"
"16:50";"0"
"16:55";"0"
"17:00";"0"
"17:05";"0"
"17:10";"0"
"17:15";"0"
"17:20";"0"
"17:25";"0"
"17:30";"0"
"17:35";"0"
"17:40";"0"
"17:45";"0"
"17:50";"0"
"17:55";"0"
"18:00";"0"
"18:05";"0"
"18:10";"0"
"18:15";"0"
"18:20";"0"
"18:25";"0"
"18:30";"0"
"18:35";"0"
"18:40";"0"
"18:45";"0"
"18:50";"0"
"18:55";"0"
"19:00";"0"
"19:05";"0"
"19:10";"0"
"19:15";"0"
"19:20";"0"
"19:25";"0"
"19:30";"0"
"19:35";"0"
"19:40";"0"
"19:45";"0"
"19:50";"0"
"19:55";"0"
"20:00";"0"
"20:10";"0"
"20:15";"0"
"20:20";"0"
"20:25";"0"
"20:30";"0"
"20:35";"0"
"20:40";"0"
"20:45";"0"
"20:50";"0"
"20:55";"0"
"21:00";"0"
"21:05";"0"
"21:10";"0"
"21:15";"0"
"21:20";"0"
"21:25";"0"
"21:30";"0"
"21:35";"0"
"21:40";"0"
"21:45";"0"
"21:50";"0"
"21:55";"0"
"22:00";"0"
"22:05";"0"
"22:10";"0"
"22:15";"0"
"22:20";"0"
"22:25";"0"
"22:30";"0"
"22:35";"0"
"22:40";"0"
"22:45";"0"
"22:50";"0"
"22:55";"0"
"23:00";"0"
"23:05";"0"
"23:10";"0"
"23:15";"0"
"23:20";"0"
"23:25";"0"
"23:30";"0"
"23:35";"0"
"23:40";"0"
"23:45";"0"
"23:50";"0"
