sep=;
"Versie";"4"
"Taal";"nl-NL"
"Lokale exportdatum";"28.11.2025 23:55:23"
"Exportdatum UTC";"2025-11-28T22:55:23.687Z"
"Tijdzone";"Europe/Berlin"
"Gebruikersnaam";"meidoornstraat4@gmail.com"
"Niveau";"Installatie"
"ID van de installatie";"14399320"
"Naam van de installatie";"meidoornstraat4"
"";""
"Periode";"Vermogen [W]"
"00:05";"0"
"00:10";"0"
"00:15";"0"
"00:20";"0"
"00:25";"0"
"00:30";"0"
"00:35";"0"
"00:40";"0"
"00:45";"0"
"00:50";"0"
"00:55";"0"
"01:00";"0"
"01:05";"0"
"01:10";"0"
"01:15";"0"
"01:25";"0"
"01:30";"0"
"01:35";"0"
"01:40";"0"
"01:45";"0"
"01:50";"0"
"01:55";"0"
"02:00";"0"
"02:05";"0"
"02:10";"0"
"02:15";"0"
"02:20";"0"
"02:25";"0"
"02:30";"0"
"02:35";"0"
"02:40";"0"
"02:45";"0"
"02:50";"0"
"02:55";"0"
"03:00";"0"
"03:05";"0"
"03:10";"0"
"03:15";"0"
"03:20";"0"
"03:25";"0"
"03:30";"0"
"03:35";"0"
"03:40";"0"
"03:45";"0"
"03:50";"0"
"03:55";"0"
"04:00";"0"
"04:05";"0"
"04:10";"0"
"04:15";"0"
"04:20";"0"
"04:25";"0"
"04:30";"0"
"04:35";"0"
"04:40";"0"
"04:45";"0"
"04:50";"0"
"04:55";"0"
"05:00";"0"
"05:05";"0"
"05:10";"0"
"05:15";"0"
"05:20";"0"
"05:25";"0"
"05:30";"0"
"05:35";"0"
"05:40";"0"
"05:45";"0"
"05:50";"0"
"05:55";"0"
"06:00";"0"
"06:05";"0"
"06:10";"0"
"06:15";"0"
"06:20";"0"
"06:25";"0"
"06:30";"0"
"06:35";"0"
"06:40";"0"
"06:45";"0"
"06:50";"0"
"06:55";"0"
"07:00";"0"
"07:05";"0"
"07:10";"0"
"07:15";"0"
"07:20";"0"
"07:25";"0"
"07:30";"0"
"07:35";"0"
"07:40";"0"
"07:45";"0"
"07:50";"0"
"07:55";"0"
"08:00";"0"
"08:05";"0"
"08:10";"0"
"08:15";"0"
"08:20";"0"
"08:25";"0"
"08:30";"0"
"08:35";"0"
"08:40";"0"
"08:45";"0"
"08:50";"0"
"08:55";"0"
"09:00";"0"
"09:05";"0"
"09:10";"0"
"09:15";"0"
"09:20";"0"
"09:25";"0"
"09:30";"0"
"09:35";"0"
"09:40";"0"
"09:45";"0"
"09:50";"0"
"09:55";"24"
"10:00";"24"
"10:05";"24"
"10:10";"24"
"10:15";"36"
"10:20";"84"
"10:25";"144"
"10:30";"156"
"10:35";"132"
"10:40";"108"
"10:45";"108"
"10:50";"120"
"10:55";"180"
"11:00";"204"
"11:05";"216"
"11:10";"228"
"11:15";"240"
"11:20";"240"
"11:25";"276"
"11:30";"336"
"11:35";"312"
"11:40";"240"
"11:45";"264"
"11:50";"180"
"11:55";"108"
"12:00";"96"
"12:05";"120"
"12:10";"228"
"12:15";"216"
"12:20";"156"
"12:25";"168"
"12:30";"168"
"12:35";"192"
"12:40";"216"
"12:45";"216"
"12:50";"180"
"12:55";"144"
"13:00";"168"
"13:05";"84"
"13:10";"72"
"13:15";"96"
"13:20";"120"
"13:25";"120"
"13:30";"132"
"13:35";"108"
"13:40";"120"
"13:45";"84"
"13:50";"84"
"13:55";"84"
"14:00";"108"
"14:05";"192"
"14:10";"156"
"14:15";"120"
"14:20";"120"
"14:25";"132"
"14:30";"132"
"14:35";"144"
"14:40";"84"
"14:45";"48"
"14:50";"60"
"14:55";"60"
"15:00";"72"
"15:05";"48"
"15:10";"48"
"15:15";"48"
"15:20";"60"
"15:25";"36"
"15:30";"60"
"15:35";"60"
"15:40";"24"
"15:45";"12"
"15:50";"12"
"15:55";"24"
"16:00";"24"
"16:05";"24"
"16:10";"48"
"16:15";"24"
"16:20";"0"
"16:25";"12"
"16:30";"0"
"16:35";"0"
"16:40";"0"
"16:45";"0"
"16:50";"0"
"16:55";"0"
"17:00";"0"
"17:05";"0"
"17:10";"0"
"17:15";"0"
"17:20";"0"
"17:25";"0"
"17:30";"0"
"17:35";"0"
"17:40";"0"
"17:45";"0"
"17:50";"0"
"17:55";"0"
"18:00";"0"
"18:05";"0"
"18:10";"0"
"18:15";"0"
"18:20";"0"
"18:25";"0"
"18:30";"0"
"18:35";"0"
"18:40";"0"
"18:45";"0"
"18:50";"0"
"18:55";"0"
"19:00";"0"
"19:05";"0"
"19:10";"0"
"19:15";"0"
"19:20";"0"
"19:25";"0"
"19:30";"0"
"19:35";"0"
"19:40";"0"
"19:45";"0"
"19:50";"0"
"19:55";"0"
"20:00";"0"
"20:10";"0"
"20:15";"0"
"20:20";"0"
"20:25";"0"
"20:30";"0"
"20:35";"0"
"20:40";"0"
"20:45";"0"
"20:50";"0"
"20:55";"0"
"21:00";"0"
"21:05";"0"
"21:10";"0"
"21:15";"0"
"21:20";"0"
"21:25";"0"
"21:30";"0"
"21:35";"0"
"21:40";"0"
"21:45";"0"
"21:50";"0"
"21:55";"0"
"22:00";"0"
"22:05";"0"
"22:10";"0"
"22:15";"0"
"22:20";"0"
"22:25";"0"
"22:30";"0"
"22:35";"0"
"22:40";"0"
"22:45";"0"
"22:50";"0"
"22:55";"0"
"23:00";"0"
"23:05";"0"
"23:10";"0"
"23:15";"0"
"23:20";"0"
"23:25";"0"
"23:30";"0"
"23:35";"0"
"23:40";"0"
"23:45";"0"
"23:50";"0"
